445,97,31,37
437,102,31,37
425,103,31,37
420,108,31,37
418,108,31,37
413,110,31,37
409,112,31,37
405,114,31,37
404,114,31,37
401,115,31,37
396,118,31,37
397,121,31,37
394,125,31,37
394,128,31,37
393,131,31,37
390,135,31,37
388,129,31,37
389,140,31,37
379,141,31,37
390,150,31,37
387,148,31,37
399,155,31,37
393,158,31,37
388,157,31,37
388,156,31,37
375,151,31,37
375,150,31,37
372,148,31,37
370,147,31,37
368,142,31,37
375,148,31,37
373,142,31,37
374,142,31,37
373,143,31,37
372,145,31,37
371,144,31,37
376,143,31,37
375,143,31,37
375,144,31,37
375,145,31,37
373,147,31,37
375,146,31,37
375,147,31,37
373,147,31,37
369,150,31,37
375,150,31,37
373,150,31,37
372,152,31,37
372,152,31,37
370,153,31,37
371,153,31,37
372,155,31,37
372,158,31,37
376,159,31,37
374,160,31,37
373,162,31,37
375,163,31,37
374,164,31,37
375,164,31,37
378,165,31,37
376,166,31,37
379,167,31,37
379,167,31,37
379,168,31,37
380,168,31,37
380,170,31,37
382,171,31,37
381,173,31,37
381,175,31,37
382,176,31,37
382,176,31,37
382,178,31,37
381,178,31,37
381,178,31,37
398,182,31,37
381,180,31,37
380,180,31,37
380,181,31,37
383,182,31,37
382,183,31,37
378,183,31,37
379,184,31,37
378,185,31,37
377,185,31,37
376,186,31,37
375,187,31,37
379,186,31,37
377,186,31,37
377,187,31,37
376,187,31,37
376,187,31,37
375,187,31,37
374,188,31,37
374,188,31,37
372,189,31,37
371,190,31,37
371,189,31,37
369,190,31,37
368,191,31,37
366,190,31,37
367,189,31,37
366,190,31,37
366,191,31,37
366,191,31,37
366,190,31,37
365,189,31,37
363,190,31,37
362,190,31,37
362,189,31,37
360,190,31,37
357,191,31,37
358,189,31,37
355,189,31,37
355,187,31,37
353,187,31,37
355,189,31,37
352,191,31,37
353,190,31,37
352,188,31,37
348,184,31,37
348,183,31,37
346,183,31,37
348,184,31,37
347,184,31,37
347,182,31,37
345,182,31,37
345,181,31,37
341,180,31,37
351,169,31,37
350,168,31,37
361,172,31,37
359,156,31,37
360,123,31,37
354,142,31,37
335,132,31,37
344,109,31,37
343,85,31,37
343,67,31,37
343,68,31,37
362,82,31,37
340,61,31,37
343,50,31,37
342,51,31,37
359,69,31,37
344,69,31,37
328,64,31,37
331,68,31,37
349,87,31,37
327,78,31,37
338,97,31,37
325,114,31,37
333,92,31,37
349,101,31,37
367,117,31,37
375,97,31,37
375,101,31,37
374,120,31,37
358,138,31,37
382,156,31,37
373,183,31,37
359,152,31,37
340,136,31,37
343,132,31,37
363,119,31,37
381,113,31,37
377,115,31,37
374,120,31,37
374,120,31,37
374,121,31,37
374,120,31,37
374,120,31,37
374,121,31,37
374,121,31,37
374,121,31,37
375,121,31,37
374,121,31,37
369,122,31,37
377,115,31,37
360,105,31,37
360,105,31,37
346,125,31,37
349,120,31,37
340,125,31,37
322,145,31,37
320,146,31,37
295,143,31,37
279,144,31,37
259,141,31,37
261,142,31,37
267,157,31,37
256,151,31,37
264,146,31,37
254,148,31,37
276,143,31,37
274,142,31,37
274,140,31,37
295,147,31,37
273,140,31,37
261,118,31,37
263,120,31,37
271,123,31,37
284,128,31,37
293,143,31,37
295,146,31,37
295,149,31,37
320,156,31,37
309,160,31,37
320,154,31,37
319,151,31,37
315,149,31,37
309,146,31,37
302,143,31,37
294,137,31,37
291,129,31,37
292,123,31,37
282,148,31,37
282,148,31,37
280,147,31,37
280,146,31,37
280,147,31,37
279,146,31,37
279,145,31,37
277,145,31,37
294,133,31,37
296,132,31,37
295,131,31,37
292,128,31,37
292,126,31,37
291,125,31,37
291,125,31,37
291,124,31,37
291,122,31,37
291,119,31,37
291,117,31,37
292,115,31,37
291,115,31,37
298,97,31,37
300,92,31,37
307,85,31,37
315,77,31,37
335,89,31,37
364,87,31,37
354,86,31,37
350,86,31,37
344,68,31,37
345,56,31,37
346,69,31,37
349,70,31,37
361,75,31,37
378,75,31,37
366,83,31,37
347,86,31,37
356,79,31,37
358,75,31,37
361,70,31,37
365,65,31,37
357,85,31,37
360,75,31,37
365,64,31,37
372,62,31,37
390,55,31,37
395,56,31,37
411,56,31,37
424,58,31,37
438,61,31,37
454,59,31,37
467,62,31,37
464,41,31,37
470,42,31,37
490,54,31,37
498,58,31,37
507,62,31,37
512,66,31,37
515,69,31,37
499,65,31,37
486,59,31,37
490,67,31,37
493,75,31,37
494,82,31,37
499,95,31,37
503,106,31,37
502,113,31,37
502,122,31,37
506,133,31,37
509,144,31,37
511,153,31,37
507,158,31,37
516,183,31,37
517,183,31,37
525,191,31,37
546,194,31,37
572,197,31,37
575,203,31,37
576,212,31,37
577,219,31,37
570,233,31,37
570,241,31,37
571,248,31,37
572,256,31,37
570,264,31,37
569,272,31,37
567,276,31,37
565,280,31,37
562,290,31,37
559,292,31,37
557,296,31,37
556,298,31,37
552,299,31,37
546,300,31,37
550,297,31,37
546,296,31,37
543,294,31,37
538,294,31,37
532,294,31,37
524,292,31,37
519,292,31,37
515,290,31,37
513,287,31,37
508,286,31,37
514,285,31,37
512,280,31,37
511,277,31,37
508,274,31,37
508,271,31,37
507,268,31,37
505,264,31,37
507,262,31,37
506,258,31,37
505,254,31,37
505,251,31,37
505,247,31,37
504,245,31,37
503,242,31,37
505,237,31,37
503,232,31,37
495,228,31,37
489,224,31,37
491,195,31,37
494,208,31,37
501,191,31,37
496,188,31,37
494,179,31,37
493,170,31,37
496,155,31,37
491,130,31,37
478,129,31,37
501,151,31,37
503,153,31,37
504,155,31,37
506,157,31,37
508,159,31,37
511,160,31,37
511,160,31,37
514,163,31,37
517,163,31,37
520,164,31,37
523,164,31,37
526,165,31,37
529,164,31,37
533,164,31,37
538,165,31,37
540,162,31,37
546,163,31,37
551,162,31,37
557,163,31,37
563,162,31,37
570,161,31,37
575,161,31,37
583,160,31,37
590,161,31,37
597,161,31,37
604,159,31,37
612,159,31,37
622,160,31,37
630,158,31,37
639,157,31,37
649,157,31,37
660,157,31,37
671,158,31,37
683,158,31,37
686,176,31,37
687,173,31,37
685,180,31,37
677,168,31,37
687,167,31,37
681,197,31,37
678,222,31,37
676,244,31,37
687,243,31,37
686,252,31,37
686,255,31,37
681,274,31,37
684,288,31,37
680,289,31,37
682,292,31,37
663,309,31,37
681,310,31,37
686,309,31,37
666,310,31,37
682,311,31,37
670,317,31,37
673,319,31,37
662,344,31,37
659,341,31,37
650,340,31,37
666,341,31,37
677,341,31,37
