340,355,18,55
340,356,18,55
339,358,18,55
337,358,18,55
336,358,18,55
334,357,18,55
332,357,18,55
329,354,18,55
325,353,18,55
323,354,18,55
319,357,18,55
316,358,18,55
313,360,18,55
312,360,18,55
312,360,18,55
310,362,18,55
308,361,18,55
305,362,18,55
305,362,18,55
305,363,18,55
305,365,18,55
305,366,18,55
304,367,18,55
304,368,18,55
301,368,18,55
300,368,18,55
299,369,18,55
297,371,18,55
298,372,18,55
298,372,18,55
296,375,18,55
296,375,18,55
297,375,18,55
297,375,18,55
298,375,18,55
298,374,18,55
297,375,18,55
298,375,18,55
298,376,18,55
296,375,18,55
295,374,18,55
295,374,18,55
294,374,18,55
294,372,18,55
292,372,18,55
292,373,18,55
291,373,18,55
290,372,18,55
291,371,18,55
291,372,18,55
291,372,18,55
291,372,18,55
290,373,18,55
289,374,18,55
289,374,18,55
288,375,18,55
287,376,18,55
286,377,18,55
285,377,18,55
282,379,18,55
282,380,18,55
280,382,18,55
279,383,18,55
278,384,18,55
276,384,18,55
276,382,18,55
273,381,18,55
274,380,18,55
273,378,18,55
271,377,18,55
271,376,18,55
272,375,18,55
271,373,18,55
271,370,18,55
267,369,18,55
266,369,18,55
265,368,18,55
264,368,18,55
264,367,18,55
265,366,18,55
265,368,18,55
264,369,18,55
265,368,18,55
263,369,18,55
261,368,18,55
259,368,18,55
258,366,18,55
257,365,18,55
256,365,18,55
255,365,18,55
251,365,18,55
252,365,18,55
251,365,18,55
250,363,18,55
248,362,18,55
249,363,18,55
249,360,18,55
249,361,18,55
247,360,18,55
247,359,18,55
246,359,18,55
247,360,18,55
245,357,18,55
244,357,18,55
244,358,18,55
242,360,18,55
241,358,18,55
240,359,18,55
239,360,18,55
237,361,18,55
238,359,18,55
239,359,18,55
241,357,18,55
246,355,18,55
249,350,18,55
251,345,18,55
250,345,18,55
250,346,18,55
249,346,18,55
251,344,18,55
253,345,18,55
255,347,18,55
256,348,18,55
257,348,18,55
259,348,18,55
259,347,18,55
260,347,18,55
260,346,18,55
259,346,18,55
258,347,18,55
259,348,18,55
260,349,18,55
260,350,18,55
261,348,18,55
262,348,18,55
261,344,18,55
260,345,18,55
260,344,18,55
261,343,18,55
261,341,18,55
261,342,18,55
259,343,18,55
258,343,18,55
258,344,18,55
258,344,18,55
259,345,18,55
259,345,18,55
258,348,18,55
256,350,18,55
253,354,18,55
250,353,18,55
247,354,18,55
244,355,18,55
242,354,18,55
242,353,18,55
241,352,18,55
241,353,18,55
240,352,18,55
239,353,18,55
238,354,18,55
238,355,18,55
235,357,18,55
234,356,18,55
233,355,18,55
233,356,18,55
231,358,18,55
229,357,18,55
227,354,18,55
226,353,18,55
225,356,18,55
223,352,18,55
223,351,18,55
221,346,18,55
220,345,18,55
219,346,18,55
217,347,18,55
214,346,18,55
215,346,18,55
215,346,18,55
213,347,18,55
211,351,18,55
210,350,18,55
210,352,18,55
208,353,18,55
206,353,18,55
204,355,18,55
202,358,18,55
200,360,18,55
197,359,18,55
195,360,18,55
192,360,18,55
188,363,18,55
187,363,18,55
185,363,18,55
181,368,18,55
181,371,18,55
179,372,18,55
178,372,18,55
174,374,18,55
173,374,18,55
170,378,18,55
167,382,18,55
163,381,18,55
161,384,18,55
162,385,18,55
162,391,18,55
159,389,18,55
161,390,18,55
158,390,18,55
153,394,18,55
146,374,18,55
147,390,18,55
147,394,18,55
142,395,18,55
137,390,18,55
132,388,18,55
131,387,18,55
132,384,18,55
125,414,18,55
137,376,18,55
143,377,18,55
153,377,18,55
163,373,18,55
179,371,18,55
182,367,18,55
192,367,18,55
200,377,18,55
206,383,18,55
210,385,18,55
214,390,18,55
220,394,18,55
220,399,18,55
219,402,18,55
221,407,18,55
222,413,18,55
222,415,18,55
226,418,18,55
230,421,18,55
236,425,18,55
244,429,18,55
249,425,18,55
251,419,18,55
245,411,18,55
241,402,18,55
236,393,18,55
233,384,18,55
232,373,18,55
237,365,18,55
236,359,18,55
241,364,18,55
241,358,18,55
246,348,18,55
250,354,18,55
258,364,18,55
259,360,18,55
266,353,18,55
274,354,18,55
276,358,18,55
278,359,18,55
281,363,18,55
283,365,18,55
281,371,18,55
279,374,18,55
274,368,18,55
270,365,18,55
265,365,18,55
258,358,18,55
254,351,18,55
249,352,18,55
250,353,18,55
255,351,18,55
268,355,18,55
275,349,18,55
283,342,18,55
286,337,18,55
290,328,18,55
298,323,18,55
300,315,18,55
300,318,18,55
300,329,18,55
304,331,18,55
309,330,18,55
310,334,18,55
310,338,18,55
309,337,18,55
312,337,18,55
312,333,18,55
306,334,18,55
297,335,18,55
291,337,18,55
284,335,18,55
283,332,18,55
279,324,18,55
278,323,18,55
268,327,18,55
264,335,18,55
262,332,18,55
260,336,18,55
257,338,18,55
256,336,18,55
257,339,18,55
254,340,18,55
253,342,18,55
252,334,18,55
248,331,18,55
244,327,18,55
251,331,18,55
258,334,18,55
267,339,18,55
271,342,18,55
278,347,18,55
282,356,18,55
290,371,18,55
297,389,18,55
299,394,18,55
303,397,18,55
305,401,18,55
307,409,18,55
308,412,18,55
308,413,18,55
309,418,18,55
307,416,18,55
308,417,18,55
310,424,18,55
308,430,18,55
306,435,18,55
300,436,18,55
299,442,18,55
295,443,18,55
291,454,18,55
284,462,18,55
281,459,18,55
283,455,18,55
284,451,18,55
280,445,18,55
277,440,18,55
278,436,18,55
279,431,18,55
281,426,18,55
283,415,18,55
286,410,18,55
286,408,18,55
287,407,18,55
289,412,18,55
287,414,18,55
287,419,18,55
287,422,18,55
283,426,18,55
283,425,18,55
281,432,18,55
279,431,18,55
278,426,18,55
284,424,18,55
261,447,18,55
266,442,18,55
270,496,18,55
269,489,18,55
282,435,18,55
271,398,18,55
277,401,18,55
287,399,18,55
293,400,18,55
301,399,18,55
312,394,18,55
323,400,18,55
334,402,18,55
348,406,18,55
363,405,18,55
381,408,18,55
395,417,18,55
405,420,18,55
414,415,18,55
428,411,18,55
446,407,18,55
459,402,18,55
458,462,18,55
455,471,18,55
459,472,18,55
457,470,18,55
458,466,18,55
459,468,18,55
455,469,18,55
456,413,18,55
446,414,18,55
434,418,18,55
413,419,18,55
400,421,18,55
384,418,18,55
371,418,18,55
358,421,18,55
347,420,18,55
339,422,18,55
330,428,18,55
328,427,18,55
322,428,18,55
317,429,18,55
308,431,18,55
304,428,18,55
296,427,18,55
289,429,18,55
287,432,18,55
289,436,18,55
283,435,18,55
288,437,18,55
287,440,18,55
287,441,18,55
289,443,18,55
290,444,18,55
291,444,18,55
293,444,18,55
294,448,18,55
297,442,18,55
295,435,18,55
294,432,18,55
295,428,18,55
292,426,18,55
293,426,18,55
294,421,18,55
291,416,18,55
287,412,18,55
287,411,18,55
284,410,18,55
285,402,18,55
284,406,18,55
276,415,18,55
276,423,18,55
273,463,18,55
271,428,18,55
268,431,18,55
267,433,18,55
265,428,18,55
265,420,18,55
265,414,18,55
264,413,18,55
260,410,18,55
260,410,18,55
254,411,18,55
252,412,18,55
248,411,18,55
244,413,18,55
243,414,18,55
240,408,18,55
240,395,18,55
242,386,18,55
248,374,18,55
257,364,18,55
269,353,18,55
274,334,18,55
288,322,18,55
301,312,18,55
310,310,18,55
310,315,18,55
313,315,18,55
313,321,18,55
313,325,18,55
309,324,18,55
307,334,18,55
306,349,18,55
307,353,18,55
305,350,18,55
307,351,18,55
309,353,18,55
312,347,18,55
311,344,18,55
311,342,18,55
314,345,18,55
316,346,18,55
323,348,18,55
326,354,18,55
336,348,18,55
350,349,18,55
360,346,18,55
371,342,18,55
379,344,18,55
384,345,18,55
391,343,18,55
395,346,18,55
398,355,18,55
395,356,18,55
386,357,18,55
383,366,18,55
384,367,18,55
389,371,18,55
394,380,18,55
405,379,18,55
407,377,18,55
409,377,18,55
414,384,18,55
418,384,18,55
421,381,18,55
419,377,18,55
407,378,18,55
385,377,18,55
367,385,18,55
352,391,18,55
328,386,18,55
317,384,18,55
302,391,18,55
289,397,18,55
278,402,18,55
274,409,18,55
269,411,18,55
269,418,18,55
258,420,18,55
265,426,18,55
271,426,18,55
270,421,18,55
281,415,18,55
280,394,18,55
273,381,18,55
263,378,18,55
244,373,18,55
225,370,18,55
225,366,18,55
225,354,18,55
231,349,18,55
236,345,18,55
240,338,18,55
250,330,18,55
267,325,18,55
227,321,18,55
241,315,18,55
254,312,18,55
273,317,18,55
284,318,18,55
294,320,18,55
302,330,18,55
296,338,18,55
299,348,18,55
305,353,18,55
303,352,18,55
302,353,18,55
301,357,18,55
310,350,18,55
324,342,18,55
334,340,18,55
348,342,18,55
374,385,18,55
368,338,18,55
372,342,18,55
384,344,18,55
398,337,18,55
425,337,18,55
455,332,18,55
441,337,18,55
453,386,18,55
429,336,18,55
448,343,18,55
436,345,18,55
443,347,18,55
442,355,18,55
436,357,18,55
440,353,18,55
431,358,18,55
419,358,18,55
410,366,18,55
452,393,18,55
447,396,18,55
460,405,18,55
452,406,18,55
446,405,18,55
447,406,18,55
442,409,18,55
445,416,18,55
446,421,18,55
441,428,18,55
437,430,18,55
448,428,18,55
449,423,18,55
450,420,18,55
456,419,18,55
442,408,18,55
460,403,18,55
459,401,18,55
460,404,18,55
460,406,18,55
455,402,18,55
454,402,18,55
450,406,18,55
439,411,18,55
431,412,18,55
425,415,18,55
418,409,18,55
411,408,18,55
403,413,18,55
389,408,18,55
385,402,18,55
383,401,18,55
373,403,18,55
368,402,18,55
362,401,18,55
361,401,18,55
358,398,18,55
354,398,18,55
348,397,18,55
348,396,18,55
347,395,18,55
347,392,18,55
350,396,18,55
350,400,18,55
354,405,18,55
359,410,18,55
365,415,18,55
373,418,18,55
384,419,18,55
392,420,18,55
400,419,18,55
411,419,18,55
419,420,18,55
429,420,18,55
438,415,18,55
444,417,18,55
